transaction_id,customer_id,product_id,sale_date,quantity,total_price,sales_channel
,,PROD-ebf8a1ae,2023-     ,3 ,,
TRX-175c8be0,CUST-269eff2e,PROD-c7d933a7,2023-08-16,1.0,204.36,stay
TRX-dfa4c1dc,CUST-bd1f58e3,PROD-1f27e40e,137,1.0,407.17_score,Mobile App
TRX-3b51ac86,CUST-29af7421,PROD-d7886909,2023-07-10,3.0,168.0,Mobile App
,,,2023-07-23,4.0,533.48,Online
MISSING_DATA_d3cf4143,MISSING_DATA_e9ef6ffb,,,2.0,,In-Store
TRX-5cf4a65d,CUST-74db5455,PROD-deb84f23,2023-07-28,4.0_NOISE_media,1227.68,Mobile App
TRX-fa204058,CUST-fc2135e6,PROD-a1e3cc84,2023-05-10,3.0,96.48,Mobile App
TRX-602cc406,CUST-b03341ed,PROD-e448012c,Past sure community.,3.0_southern,762.3,Online_NOISE_car
TRX-b4eba639,CUST-e      ,majority,2023-10-05,4.0,1628.68,In-Store_NOISE_however
TRX-8acea6db,,,2023-01-25,nan_south,MISSING_DATA_b117e5ab_family,In-S    
TRX-83016d25,CUST-0a2c7316,PROD-7e8869a4,2023-06-15,1.0,309.74,Online
TRX-94c96bcb,CUST-b07093a2,PROD-a243c984,2023-04-30,1.0,477.01,Online
TRX-13d9005a,CUST-db45fcfe,PROD-b2d98f99,2023-05-10,4.0,764.52,Online
TRX-591be3a4,CUST-21eb973e,PROD-4b745662,2023-05-17,4.0,72.52,loss_NOISE_section
MISSING_DATA_0d0e6560,CUST-45996c59,PROD-cfa821be,2023-04-27,2.0,MISSING_DATA_25cc548a_pull,MISSING_DATA_6c14d40b
TRX-b7fc044d_human,CUST-7eb450ae,PROD-91e8e92e,2023-07-22,1.0,374.66,Online
TRX-0dcad454,CUST-db969a62,PROD-07397f5f,882,1.0,36.21,Mobile App
TRX-52b5aa0f,CUST-e4b741c0,PROD-360aa936,2023-10-01,2.0,970.14,Online
TRX-78      ,CUST-8      ,,851,1.0,,
TRX-21da6cfd,CUST-9df8144c,PROD-e5586dc8,2023-06-06,3.0,173.58,Mobile App
TRX-cacc907e,CUST-b979edaf,PROD-3e4022b7,2023-02-16,3.0,1024.86,Online_NOISE_might
TRX-5d017b2c,CUST-1a09f421_require,PROD-e49a73fe,2023-06-04,3.0,996.69,Online_NOISE_gas
TRX-ad9bae3e,CUST-27fcf84f,,2023-12-12,4.0,,Mobile App
TRX-d92a3183,CUST-4e516e17,PROD-dbe6af82,2023-06-03,2.0_notice,742.3_Congress,language
TRX-27f978e0,CUST-c19a1483_final,PROD-689f460b,2023-06-30,3.0,745.5,Mobile App
TRX-55b566aa,CUST-3b7025bc,PROD-3e9a3f5c,-17,1.0_NOISE_according,403.8,Online
TRX-c2      ,CUST-a4426c0b,PROD-8      ,2023-06-26,4 ,1115.52,In-S    
TRX-9c09f574,CUST-24c86c76,PROD-48bda8f6,2023-12-29,1.0,199.19,In-Store
TRX-5bea6103,CUST-4ce6bd1d,PROD-dbe6af82,2023-12-21,4.0,1484.6,Online
MISSING_DATA_e481ecba_series,CUST-2be6a48e,PROD-9f6cd8f7,2023-09-20,2.0,574.72_record,Mobile App
TRX-1a509db7,,MISSING_DATA_bb4ca1fc,2023-07-08,2 ,nan_example,Mobil     
TRX-35813672,CUST-cf2c89e7,PROD-5edbd8fd,2023-02-18,1.0,200.2,Mobile App
TRX-4a66ffc8,CUST-26b30352,study,Simply eat to cause.,2.0,574.72,Online
TRX-d12c7672_pressure,CUST-aa568126,PROD-d5361c59,2023-05-14,4.0,1874.88_enjoy,In-Store_NOISE_style
TRX-f3ef5c94,CUST-a31408fd,PROD-061b8339,2023-10-26,2.0,504.02,Mobile App
TRX-1d08a29e,CUST-3bed55b2,PROD-061b8339,2023-07-18,1.0,252.01_while,Mobile App
TRX-2303fbf0,School training.,PROD-b0febf5c,2023-10-28,MISSING_DATA_d528a865,1419.16,In-Store
TRX-64f93bba,CUST-f      ,PROD-162255cc,2023-03-09,1.0,472.94,Mobile App
TRX-005b4ba2,CUST-5ed8da30,PROD-a9a7608e,2023-04-18,2.0,604.92,Online
TRX-90a2209b,CUST-491f9af8,PROD-39310186,90,4.0,1511.2,Online
TRX-ce04e7a6,CUST-09fb508c,PROD-ef9b7568,2023-03-19,4.0,1932.64,term
TRX-ed3bda7d,CUST-f670692b,PROD-1b87cd50,2023-08-24,2.0,619.28,Online_NOISE_including
MISSING_DATA_bd5a6d07_alone,CUST-778e3619,PROD-2      ,MISSING_DATA_322a1195,4.0,MISSING_DATA_c57b8cd9,
TRX-6e854716,CUST-a166f8eb,PROD-eda7fcca,2023-03-20,1.0,458.28,In-Store_NOISE_office
TRX-82c911b7,CUST-3ef51d2c,PROD-34b8b606,2023-09-11,4.0,518.2,Mobile App
TRX-012ede1e,CUST-760a40c5,PROD-3caee250,2023-10-03,3.0,317.01,Mobile App
TRX-781ed996_against,CUST-abd755b4,during,2023-07-02,4.0,796.76_air,Mobile App
TRX-69d68be1,CUST-b83eff41,PROD-957c7575,2023-03-19,4.0,1599.76_president,In-Store
TRX-fb48a7e9,CUST-4b518ad1,PROD-c98170c5,2023-02-13,1.0,300.03,Mobile App
TRX-e2ff7b14,CUST-2      ,often,MISSING_DATA_3d663505,4 ,,
TRX-133ddf34_go,CUST-76f9e008,PROD-fc6f675d,2023-01-12,4.0,1152.68,In-Store
TRX-c61680ee,CUST-4348ed35,PROD-7e8869a4,Bed team thus model.,4.0,1238.96,In-Store
TRX-961e8514,CUST-08debf2d,PROD-c0150090,2023-01-19,2.0,284.02,In-Store
TRX-7594f82a,CUST-1a536644,,2023-04-17,1 ,,MISSING_DATA_20cba85d
TRX-4e017e17,CUST-b03499c9,PROD-a1e3cc84,2023-03-10,3.0_new_NOISE_investment,96.48,In-Store
TRX-930fce9e,CUST-f4d44819,PROD-e1ae7b0a,618,3.0,50.1,Online_NOISE_fast
TRX-b7ece571,Car our financial.,PROD-70cf5b35,2023-01-09,3.0,492.09,In-Store
TRX-89bbd168,CUST-79f211d8,PROD-872b117f,2023-01-17,2.0,115.24,occur_NOISE_future
TRX-b0441b26,CUST-2c2125d1_western,PROD-db1f16a0,2023-05-29,1.0,392.14_once,In-Store
TRX-477ec6cc,Raise industry it.,PROD-29be8f62,2023-11-24,2.0,417.1,MISSING_DATA_b3229985
TRX-221a08c6,CUST-ee5be9fa,PROD-7b8f5bfc,2023-04-29,2.0,532.28,In-Store
TRX-29cf9b68,CUST-6a87499d,PROD-e5586dc8,2023-09-23,4.0,231.44_eat,Mobile App
TRX-33f17e4d,CUST-3b336afa,PROD-f877972f,2023-04-29,2.0,644.68,Mobile App
TRX-c249f51f,CUST-950ec138_particular,PROD-44221c9e,401,2.0,962.92,Online
TRX-2450a57d,CUST-927d7392,PROD-1f27a1de,2023-08-11,3.0,500.46_relationship,Online
TRX-3e777e94,CUST-0aca31dc,PROD-75d4410d,2023-12-25,4.0,922.96,Mobile App
TRX-30329b83,CUST-163469ab,PROD-7fc1a68a,2023-12-20,2.0,424.36,Online
TRX-ed1b6994,CUST-bdcc8a44,real,2023-05-12,2.0,709.58,Online
,MISSING_DATA_3f41717a_challenge,amount,2023-     ,MISSING_DA          ,155   ,Online
TRX-998727bb,CUST-3e5d558f,onto,2023-     ,nan_NOISE_every,589   _indicate,MISSING_DATA_450d0c36
TRX-c2b43c35,CUST-9b2d891c_stage,PROD-3768b8e9,2023-09-24,3.0,400.11,Online
TRX-58c764fb,CUST-f00f17cb_simply,PROD-c994412b,2023-05-20,1.0,89.84,Mobile App
TRX-8829f423,CUST-4af598fb,PROD-ac904d51,2023-09-07,3.0,929.43,
TRX-14a915f0_book,CUST-63d37f77,PROD-db9600bd,2023-07-31,4.0,431.36,Online
TRX-0eb65254,CUST-d0aba383_before,PROD-004aea84,2023-09-10,2.0,286.12,Mobile App
TRX-084350ae,CUST-6aedc573,PROD-9bf90ac3,2023-05-29,4.0,1989.32,Mobile App
TRX-4995892d,CUST-68c0b39c,PROD-94417ec3,955,4.0,272.88,In-Store
TRX-5a02ea1e,CUST-c025fedc,PROD-234181a1,2023-05-09,2.0,332.6,Mobile App
TRX-3d31ea09,CUST-5e621bc7,statement,2023-09-03,1.0,132.15,Mobile App
TRX-75d2e365,CUST-f61821e6,PROD-67583010,Agree set easy.,3.0,497.46,Mobile App
TRX-6c9cf0cf,CUST-ec395dff,PROD-d4460bd4,2023-05-25,3.0_NOISE_central,1152.15,Mobile App
TRX-2de80cce,CUST-6eacd2a0,PROD-d9ce9bf6,2023-02-20,2.0,264.3,Online
TRX-211a096c,CUST-f10c82ad,PROD-2f1bd0f2,2023-12-07,1.0,442.49,Mobile App
TRX-2134164b,CUST-768f3363,PROD-eadbc962,2023-10-16,3.0,328.5_range,Mobile App
TRX-4b86a037,CUST-102f48d7,PROD-9ebf10cb,-240,1.0_NOISE_writer,47.34,Mobile App
TRX-b310c11b,CUST-7903acbe,whether,2023-03-15,2.0,712   _dark,
TRX-13f5a381,MISSING_DATA_7fd33e6d,MISSING_DATA_6e77b927,2023-02-01,2.0,244.8,Mobile App
TRX-1caa23bb,MISSING_DATA_fa9eac1a,PROD-f      ,2023-11-27,3 ,139   ,Mobile App
TRX-b290ebf7,CUST-52374e9a,PROD-b2d98f99,2023-06-29,4.0,764.52,Mobile App
TRX-e99861f1,CUST-94aa5e69,type,-656,4.0,1833.12,In-Store
TRX-a8378987,CUST-017b4065,MISSING_DATA_804cbb82,MISSING_DATA_4bf4d739,2.0,972.28,Mobile App
TRX-ad7d344f,CUST-57dabc7b,PROD-df7ac06d,2023-08-17,2.0,182.9,In-Store
TRX-81cad64b_compare,CUST-28009369,PROD-c157202b,2023-09-03,2.0,204.36,Mobile App_NOISE_option
TRX-f9f5c0bc,CUST-8efcc18a,PROD-a243c984,2023-03-13,1.0_NOISE_enter,477.01,Mobile App
TRX-a4530b34,CUST-73899276,PROD-7a9554af,2023-11-05,2.0,62.3,cause
TRX-60c9589f,MISSING_DATA_a88bf113,,2023-     ,,367.2_herself,matter
TRX-fd11fdbb,CUST-1860fee0,PROD-b5a7bd94,2023-08-06,4.0_wish,202.2,Online
TRX-c06f9e1f,,PROD-df7ac06d,Us gun government.,4.0,365.8,Online
TRX-6f888743,CUST-1281e59e,PROD-df871af7,2023-02-11,3.0,789.45,tell
TRX-1cc33ad3,CUST-00a0c4da,PROD-89360015,2023-10-02,2.0,269.08_system,In-Store
TRX-edcbb255,CUST-56119e6b,PROD-02362c25,2023-07-27,1.0,179.08,Mobile App
TRX-fb5fd381,CUST-663ebcaa,PROD-c313123f,2023-01-18,1.0,488.54,Online
TRX-eb8eec7c,CUST-e32311a2,PROD-dbe6af82,2023-07-01,1.0_tax,371.15,In-Store
TRX-fb6dbacc,CUST-c0adf6fe,PROD-e84ae8eb,2023-09-16,2.0,133.56,In-Store
TRX-bf1cbe0d,CUST-9ff7cc3d_data,PROD-b5a7bd94,2023-09-07,3.0,151.65,Mobile App
TRX-6fccee50,CUST-e8dab0a0_above,PROD-f877972f,2023-06-05,2.0,644.68,Online_NOISE_start
TRX-f1db257e,CUST-802ee871,PROD-a9a7608e,2023-05-07,1.0,302.46,In-Store
TRX-c13a4143,CUST-b48fd235,PROD-9cb87b25,2023-03-29,4.0,429.48,In-Store
TRX-d654a380,Up go source skin.,PROD-91e8e92e,2023-09-11,4.0,1498.64,Online
MISSING_DATA_1d4b9012,CUST-1      ,,566,MISSING_DATA_889538ed,444.73,Online
TRX-df805b78_drop,CUST-fa363f00,PROD-a7f3ebd9,2023-11-26,4.0,1879.56,Online_NOISE_thank
TRX-7090add1_serious,CUST-6b1f4d2d,PROD-44221c9e,2023-06-30,2.0,962.92,Mobile App
TRX-70e6e33a,Street many create.,PROD-adf10b42,2023-12-28,4.0,1490.24,In-Store_NOISE_attorney
TRX-c0ae7b5a,CUST-a3a86c74,PROD-83498373,,4.0,53.84,In-Store
TRX-6c943944,CUST-31b524fc,PROD-adf10b42,2023-08-28,4.0,1490.24,Online_NOISE_sort
TRX-7179c079,MISSING_DATA_b78f1094,thought,2023-     ,,MISSING_DATA_7bb0ec3e,In-Store
TRX-68d0ed0a,CUST-b373914b,PROD-f877972f,2023-01-26,1.0,322.34,Online
TRX-4c8abbae,CUST-11aeac8e_idea,PROD-81dbf539,2023-08-09,1.0_investment,378.66,Online
TRX-fecdaf89_result,CUST-7cc6300c,PROD-91e8e92e,2023-05-31,3.0,1123.98,Mobile App
TRX-3fae2211,Science like.,PROD-ddd176ab,2023-09-12,4.0,1204.48,In-Store
TRX-cecf2dd5,CUST-2d76363d,PROD-c313123f,2023-12-28,1.0,488.54,help
TRX-9a0c195c,CUST-0c2c1a8d,near,2023-09-13,4.0,1174.56,Online
TRX-935cb1e5_week,CUST-43d51436,PROD-69b00429,2023-01-12,1.0,189.52,method
TRX-3291a659,CUST-fa8ed8d2,employee,Box century brother.,4.0,588.32,In-Store
TRX-8fae8186,CUST-f89cbe1c,PROD-05ea6747,2023-08-14,1.0,477.49,In-Store_NOISE_less
TRX-c8f31596,Anyone good crime.,PROD-004aea84,2023-12-31,4.0,572.24,Mobile App
TRX-20285794,Example water hand.,PROD-061b8339,2023-03-16,2.0,504.02,Mobile App
TRX-e84a1199,CUST-4fe8b38a_democratic,PROD-df871af7,MISSING_DATA_89ced097,1 ,263.15,In-Store
TRX-85cc3c15,CUST-7cf0d4f9,PROD-9d32883e,2023-04-15,4.0,514.44,Online
TRX-440ef34e,CUST-fd02ab73,PROD-3768b8e9,2023-03-15,3.0,400.11,Online
TRX-ff963832,CUST-caf99eca,PROD-adf10b42,2023-06-15,3.0,1117.68,Online
TRX-3d5d2af3,CUST-5f0fa1de,PROD-99d0aa4a,2023-07-01,3.0,544.62,Mobile App
TRX-340bd88e,Ask imagine move so.,PROD-39310186,Necessary do range.,3.0,1133.4_start,Mobile App
TRX-141e128d,CUST-97d5ce4e,PROD-de741906,2023-10-19,1.0,259.32,In-Store
TRX-4f1fbc7f,,PROD-1b87cd50,2023-04-11,3.0,928.92,Online
TRX-daad8b08,CUST-42f04ba7,PROD-8f2c2edb,2023-11-05,2.0,861.2,In-Store
TRX-df961121,,PROD-43028743,2023-     ,1.0,50.92,In-Store
TRX-669f8da9,CUST-b7ad9a30,PROD-985b28cd,2023-09-17,1.0,273.17_leader,Online
TRX-38660b16,CUST-3cb3be9c,PROD-a83e104c,2023-07-26,4.0,1852.32,Mobile App
TRX-e20f0dfa,Partner network.,,Two ahead ahead.,nan_human,1037.28,Online
,CUST-6afa78ef,others,2023-08-22,1 ,309.64,
TRX-5010406d,CUST-dce3fd73,PROD-d92d9462,Security certain.,1.0,357.37,In-Store
TRX-5aa03300_design,CUST-8303d7b5,PROD-0fd413f5,2023-12-10,3.0,495.87,Mobile App
TRX-95111d75,CUST-81ce7ef2,PROD-72ca2c78,2023-09-03,3.0,151.86,Mobile App
TRX-e7027880,CUST-31cc4784,PROD-0907687f,2023-10-21,3.0_NOISE_myself,351.57,Mobile App
TRX-fcc5d0ac,CUST-9dbb348c,PROD-da582398,2023-02-28,1.0_NOISE_manage,111.28,In-Store
TRX-a5ad8115,CUST-5fe29eb2_trade,PROD-a58ea094,2023-02-18,4.0,1629.96,In-Store
TRX-a201d358,CUST-ac6ff52a,PROD-e6000f71,2023-08-27,3.0,769.62,In-Store
TRX-2d25a3ea,CUST-43b3c8b3,PROD-91e8e92e,2023-02-17,3.0,1123.98,In-Store
TRX-9abc6da5,CUST-973bbb83,PROD-1b87cd50,2023-08-04,1.0,309.64,Mobile App
TRX-149dea79,CUST-4c257ef1,PROD-de741906,2023-07-04,3.0,777.96_responsibility,Online
TRX-77642494,CUST-31b85312,PROD-adf10b42,-862,4.0_direction,1490.24_live,Mobile App
TRX-42600331,CUST-d5e4e66c,PROD-c7d933a7,2023-07-14,2.0,408.72,Online
TRX-9b4bd56d,CUST-7a4388cd,PROD-9bf90ac3,2023-04-24,1.0_stuff,497.33,Mobile App
TRX-b9c87781,CUST-60ac5f79,PROD-7a7cee61,2023-11-01,4.0,1247.08,In-Store
TRX-1bd1288c,CUST-f      ,PROD-9      ,2023-     ,MISSING_DATA_cc91c4ad,385   ,In-S    
TRX-e3      ,CUST-941c2261,PROD-b5a7bd94,,nan_NOISE_tonight,MISSING_DATA_68851900,MISSING_DATA_99f4cf77
TRX-20e1dfb4,CUST-f9c4b46b,PROD-3caee250,2023-07-26,3.0,317.01,Online
TRX-43e39bdf,CUST-449b13fb,PROD-bf4bf62e,2023-05-25,2.0_not,639.2,Online_NOISE_what
TRX-28fde9c5,CUST-d5cc5c89,PROD-7656979d,2023-02-14,2.0,239.78_fill,Mobile App
TRX-c3      ,CUST-3      ,political,2023-12-22,4.0,72.52,In-Store
MISSING_DATA_af693a7b,CUST-9239a037,PROD-360aa936,MISSING_DATA_e3886cce,,nan_budget,Online_NOISE_democratic
TRX-86f57343_support,CUST-67fdd914,PROD-7a9554af,-406,4.0,124.6_three,In-Store
TRX-8eecdb4f,CUST-76966d3a,PROD-711b7e17,2023-07-13,1.0,285.03,In-Store_NOISE_fall
TRX-2986adf8,CUST-56af0352_effect,PROD-db9600bd,2023-02-11,1.0,107.84,Online
TRX-c344b2fd_cause,CUST-2be8c8f3_seek,PROD-05ea6747,2023-01-10,2.0,954.98,In-Store
TRX-e9      ,,PROD-1f27e40e,2023-     ,3 ,,MISSING_DATA_d4473342
,MISSING_DATA_347434b1,PROD-f      ,2023-07-12,4.0,707.64,Online
TRX-599cc588_environmental,CUST-220815e0,PROD-061b8339,2023-03-26,2.0,504.02,Online
TRX-79e31537,CUST-46b1695a,PROD-0907687f,2023-09-22,1.0,117.19,Online
TRX-f4485c5c,CUST-3a3edc3c,PROD-0e82f79f,2023-07-04,2.0,380.42,In-Store
TRX-17dc070a,CUST-4e12dd43,PROD-cffcce8c,2023-10-23,2.0,165.12,development
TRX-eb5b1a71,CUST-0b0c1f55,PROD-1f9c913b,2023-05-27,4.0,723.4_wife,Mobile App
TRX-e5995dbd,CUST-16306ee5,PROD-0585c652,2023-05-21,2.0,816.54,Online
TRX-c3b87fb8_move,CUST-7ce6e776,PROD-6d83a8a5,2023-08-09,3.0,1248.87,Online_NOISE_six
TRX-2241a0f1,CUST-2d79fae4,PROD-336444f1,2023-04-18,2.0_within,450.54,In-Store
TRX-aceefb35,CUST-b595266a,PROD-1f031ffb,2023-11-09,1.0_NOISE_throw,99.87_whole,In-Store
TRX-41802172,CUST-626750bc,PROD-b5a7bd94,2023-08-07,1.0_while,50.55,In-Store
TRX-5a044124,CUST-75fbebf1,PROD-de741906,2023-11-08,2.0,518.64,conference
TRX-4f094043,CUST-6c66da34,PROD-f9a58074,2023-07-01,1.0,147.17_onto,Online
TRX-ce6a330c,CUST-d17d5408,PROD-2199b8ed,2023-10-04,2.0,112.28,In-Store
TRX-b281b0bb,CUST-aa6f47d7,PROD-190440a5,2023-02-26,1.0_on,440.33,In-Store
TRX-11dc11f9,CUST-d337feee,PROD-750bacc5,2023-12-19,1.0,434.93,Online
TRX-afc3eb1f,CUST-c54525ee,PROD-48bda8f6,2023-10-04,3.0_NOISE_of,597.57,Online
TRX-5d56dc04,CUST-87349e32,PROD-6faa4a51,2023-11-19,1.0,350.44,In-Store
TRX-2fbc14bf,CUST-cdfb8eca,PROD-a238a58e,2023-06-21,1.0,81.0,Mobile App
TRX-feb36dc2,CUST-b892f4be,PROD-9ebf10cb,-738,3.0,142.02,Online_NOISE_race
TRX-5e      ,Get education have.,,,1.0,,
TRX-5aefdd5c,CUST-591015e9,PROD-c23e242f,2023-10-02,3.0,1389.3,In-Store
TRX-65fa1c69,CUST-52f8c4d0_truth,yeah,2023-07-10,2.0,574.72,Mobile App_NOISE_approach
TRX-d8889e6b,CUST-a9f8e34b,PROD-b940f17d,2023-10-03,1.0,205.42,Online
TRX-749999ff,CUST-d76db01d,PROD-2ba0c741,2023-09-15,3.0,1069.08,Mobile App
TRX-ac3e29ef,CUST-7b2397c9,PROD-957c7575,2023-01-19,1.0,399.94,Online
TRX-d31da113,CUST-dcaa3f77_ability,PROD-94417ec3,2023-09-03,3.0,204.66,In-Store
TRX-b182cdbb,CUST-bafba230,PROD-34b8b606,2023-02-08,4.0_NOISE_of,518.2,Online
MISSING_DATA_318a23e6,CUST-77571333,,2023-07-16,2.0,MISSING_DATA_0b344da7,Online
TRX-63af2663,CUST-a9585c86,PROD-6c0ac5ae,Capital mouth low.,4.0,512.52,Mobile App
TRX-e0ceb335,CUST-fdf79ef3_off,PROD-2abcd61c,2023-05-26,2.0,111.24,Online
TRX-9e09d655,CUST-b5f1c3ca,ago,2023-07-29,1.0,230.74,Mobile App_NOISE_affect
TRX-3c59d351,CUST-e8c0b093,PROD-a243c984,2023-07-22,3.0,1431.03,In-Store
TRX-bab0cc72,CUST-e881d090,PROD-5edbd8fd,2023-12-01,4.0,800.8_black,Online
,CUST-7cb8c2f5,PROD-7      ,-516,MISSING_DATA_292d10f9,MISSING_DATA_c73a675f,nan_NOISE_have
TRX-c2f18377,CUST-a807280f,PROD-2ba0c741,2023-07-30,1.0,356.36,Online
TRX-a9da273f_since,CUST-d8736a13,PROD-d      ,MISSING_DATA_73385c5b,1.0,458.47,Mobil     _NOISE_international
TRX-069aaae9_happy,CUST-b19d97bd,PROD-6457a4c9,2023-11-11,4.0_NOISE_health,858.12,Mobile App
TRX-2237712b_again,CUST-53feb1ee,PROD-ebf8a1ae,2023-12-08,2.0,300.82,Mobile App_NOISE_popular
TRX-dd46588a,CUST-a953d81c,PROD-93865c6d,2023-01-27,4.0,1179.36,Mobile App
TRX-5c359fa8,Final still just.,PROD-94417ec3,2023-03-23,4.0,272.88,Mobile App
,MISSING_DATA_99f247f2,actually,-759,nan_NOISE_by,,Mobil     
TRX-f12ed757,Else know serious.,PROD-d9ce9bf6,2023-07-20,2.0_so,264.3_own,In-Store
TRX-e5fec87a,CUST-9aab9e89,PROD-c157202b,2023-02-04,2.0,204.36,Online
TRX-3f2c8e01,CUST-92e41b5c,PROD-874248ca,2023-08-08,2.0,570.62,In-Store
TRX-4920fb60,CUST-deff25ad,PROD-e1ae7b0a,414,2.0_NOISE_central,33.4,In-Store
TRX-86189aa8,CUST-8976ed32_commercial,PROD-d5306e76,2023-06-08,3.0,915.6,Online_NOISE_data
TRX-b85bcab6,CUST-03931144,PROD-29be8f62,2023-11-07,4.0,834.2,In-Store
TRX-178e9b2e,CUST-a342174f,PROD-a243c984,2023-08-05,1.0,477.01,In-Store
TRX-09306c6f,CUST-ecaba48c,PROD-8a4755e5,2023-12-17,4.0,1462.4,Mobile App_NOISE_act
TRX-7a4a710f,CUST-83aedde8,MISSING_DATA_cc2a1501,2023-     ,,118.76,Mobile App
TRX-b33ba0a9,Cover suffer onto.,PROD-f6575c31,2023-12-25,2.0_NOISE_necessary,341.58_hit,Mobile App
TRX-8f79925c,CUST-57fa514f,PROD-fda1424b,2023-04-18,2.0,589.08,Online
MISSING_DATA_5ff8dd90,CUST-3872c73a,MISSING_DATA_fe90ef52,2023-11-23,MISSING_DATA_9fd007af,MISSING_DATA_948925f6,Online_NOISE_certain
TRX-a390450a,CUST-f7f7a507,PROD-d90a790a,2023-06-11,2.0_show,34.1,Mobile App
TRX-7b952a4c,CUST-5b55caf7,MISSING_DATA_e7db0197,524,3.0,982.11,Mobile App
TRX-7f42463a,CUST-e370eee3,PROD-c98170c5,2023-02-13,3.0,900.09,Mobile App
TRX-f02d7960,Know mission tough.,MISSING_DATA_14437828,2023-06-27,1 _NOISE_on,MISSING_DATA_256437bd,Mobile App_NOISE_speak
TRX-76190a54,CUST-34d494ba,his,2023-01-03,2.0,589.68,Mobile App
TRX-f574bac0,CUST-c092df2d,PROD-fda1424b,2023-02-20,3.0,883.62,Online
TRX-ebdebcfb_material,CUST-3b6a2110,PROD-8efd5b0b,2023-04-03,4.0,1115.52,Online
TRX-1a3a7bfa,CUST-41838ae2,PROD-83498373,2023-09-26,4.0,53.84,Mobile App
TRX-8bdbf912,CUST-699f1659,PROD-048762fb,2023-05-18,3.0,60.27_choice,Online
TRX-19343e67,CUST-4fcd7480,PROD-cffcce8c,2023-05-14,3.0,247.68,Online
MISSING_DATA_1ab00db0_dinner,CUST-c      ,great,2023-08-07,1.0,349.52,
TRX-d04a31cf,Development ok in.,PROD-2aec3a49,2023-01-24,2.0,212.06_leg,In-Store_NOISE_doctor
TRX-2e895005,CUST-8994ef22,PROD-38e2b395,2023-11-20,1.0,235.03,Online
TRX-f1419e2c,CUST-a86db685,PROD-91e8e92e,2023-06-25,2.0_NOISE_whose,749.32,In-Store
MISSING_DATA_0e7992de,MISSING_DATA_c566ec4b,media,2023-     ,1 ,128.61,Online
MISSING_DATA_e1525a86,MISSING_DATA_65562491,MISSING_DATA_ce2bae26,2023-10-29,2 ,526.3,MISSING_DATA_b8a25152
TRX-26afc818,CUST-ab917a9a,PROD-93772a17,2023-09-19,1.0,67.36,Online
TRX-c64ed0b7,CUST-051f3106,PROD-326247d4,2023-12-03,1.0,317.67,Mobile App
TRX-46b339f9,CUST-57c25e4e,PROD-7656979d,2023-06-29,2.0,239.78,In-Store
TRX-976a0ec8,CUST-170c8a62,up,2023-04-17,3.0,601.35,In-Store
TRX-0b51710f,CUST-45554f9b,PROD-1f27e40e,2023-08-04,1.0_old,407.17,In-Store
TRX-84507b2c,Use than catch.,PROD-eadbc962,2023-01-13,1.0,109.5,Online_NOISE_lot
TRX-3e8757f1,CUST-3cbdb5bf,PROD-655fc449,2023-     ,1.0,487.45,Mobil     
TRX-acf08687,CUST-9b656efb,PROD-059880c0,2023-02-26,4.0,1626.36_people,Mobile App
TRX-19f086db,CUST-d4835bda,PROD-de741906,2023-05-08,1.0,259.32,In-Store_NOISE_up
TRX-b522c2bd,CUST-043d3b23,PROD-38e2b395,2023-01-05,2.0,470.06,In-Store
TRX-ffde3cf1,CUST-09bf23f5,PROD-e6000f71,2023-11-23,1.0,256.54,Mobile App
TRX-4503d3de_room,CUST-850ddf56_morning,MISSING_DATA_0113e59e,2023-04-26,2.0,286.12,
TRX-5f0b436b,CUST-0b29aaff,PROD-d660ca49,-362,3.0,794.64,Online
TRX-004341d7,CUST-cbe1cef9,PROD-9caba23d,2023-03-07,2.0,362.22,Online
TRX-aaf2f950,CUST-80a1213b,PROD-1162b4d0,2023-01-20,1.0,239.66,Mobile App
TRX-89c80546,CUST-55f85ca7,PROD-8f26b7c2,2023-07-18,3.0,699.81,Online_NOISE_forward
TRX-ccceb73d,Media mouth fill.,PROD-dc20bad9,2023-11-22,1.0,327.37,In-Store
TRX-a646a1e5,CUST-e5864112,PROD-0fd413f5,2023-08-26,2.0,330.58,Mobile App
TRX-17dc4cff,CUST-68b71473,PROD-a58ea094,2023-08-02,4.0_pretty,1629.96,Online_NOISE_church
TRX-3ecdb2a2,CUST-0e0c3f11_point,PROD-e49a73fe,2023-09-09,1.0,332.23_perform,Online
TRX-82fc0150_against,CUST-94f1df90,PROD-db1f16a0,2023-06-14,1.0,392.14,Online
TRX-c310c7fb,CUST-8183c912,PROD-8e56bce7,2023-04-24,3.0,601.35,Online
TRX-7bf97a35,CUST-16b53c2c,PROD-fc6f675d,Yard tree energy.,2.0,576.34,Online
TRX-5801d1fb,CUST-af44f382,PROD-70cf5b35,2023-08-31,3.0,492.09,Mobile App
TRX-e3baf84b,CUST-0c6ba154,PROD-e49a73fe,Interview activity.,3.0,996.69,Mobile App
TRX-9e9f9b34,CUST-82011bee,PROD-eda7fcca,2023-08-13,4.0,1833.12,Mobile App
TRX-dd45a783,CUST-942d0039,PROD-f6575c31,2023-06-12,2.0_NOISE_color,341.58,Mobile App
TRX-36c0906a,CUST-d40763f4,PROD-89360015,2023-06-18,4.0_NOISE_end,538.16,In-Store
